timestamp|event_type|attempt_number|global_index|question_uid
2026-03-30 21:47:37|RESTART||1251|cca7d600-f27f-49db-8967-453c2524989e
2026-03-30 21:48:05|QUESTION_SENT||1251|cca7d600-f27f-49db-8967-453c2524989e
2026-03-30 21:48:42|JSON_VERIFY_FAILED||1251|cca7d600-f27f-49db-8967-453c2524989e
2026-03-30 21:48:42|QUESTION|1|1251|cca7d600-f27f-49db-8967-453c2524989e
2026-03-30 21:49:08|QUESTION_SENT||1251|cca7d600-f27f-49db-8967-453c2524989e
2026-03-30 21:50:29|JSON_VERIFIED||1251|cca7d600-f27f-49db-8967-453c2524989e
2026-03-30 21:50:29|QUESTION|2|1251|cca7d600-f27f-49db-8967-453c2524989e
2026-03-30 21:50:29|JSON_SAVED||1251|cca7d600-f27f-49db-8967-453c2524989e
2026-03-30 21:50:29|QUESTION_ADVANCE||1252|f6786911-06c9-4494-a71c-6d813be6df1e
2026-03-30 21:50:55|QUESTION_SENT||1252|f6786911-06c9-4494-a71c-6d813be6df1e
2026-03-30 21:52:21|JSON_VERIFIED||1252|f6786911-06c9-4494-a71c-6d813be6df1e
2026-03-30 21:52:21|QUESTION|3|1252|f6786911-06c9-4494-a71c-6d813be6df1e
2026-03-30 21:52:21|JSON_SAVED||1252|f6786911-06c9-4494-a71c-6d813be6df1e
2026-03-30 21:52:21|QUESTION_ADVANCE||1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:52:47|QUESTION_SENT||1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:53:25|JSON_VERIFY_FAILED||1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:53:25|QUESTION|4|1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:53:52|QUESTION_SENT||1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:54:47|JSON_VERIFY_FAILED||1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:54:47|QUESTION|5|1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:55:13|QUESTION_SENT||1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:57:08|JSON_VERIFIED||1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:57:08|QUESTION|6|1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:57:08|JSON_SAVED||1253|c31d7f0c-f903-4915-b66a-f159873fe55b
2026-03-30 21:57:08|QUESTION_ADVANCE||1254|873121a1-5c63-4d76-9591-7472c850ca41
2026-03-30 21:57:35|QUESTION_SENT||1254|873121a1-5c63-4d76-9591-7472c850ca41
2026-03-30 21:59:30|JSON_VERIFIED||1254|873121a1-5c63-4d76-9591-7472c850ca41
2026-03-30 21:59:30|QUESTION|7|1254|873121a1-5c63-4d76-9591-7472c850ca41
2026-03-30 21:59:30|JSON_SAVED||1254|873121a1-5c63-4d76-9591-7472c850ca41
2026-03-30 21:59:30|QUESTION_ADVANCE||1255|60242742-8c67-47d7-bb91-a898c3100f82
2026-03-30 21:59:56|QUESTION_SENT||1255|60242742-8c67-47d7-bb91-a898c3100f82
2026-03-30 22:01:28|JSON_VERIFIED||1255|60242742-8c67-47d7-bb91-a898c3100f82
2026-03-30 22:01:28|QUESTION|8|1255|60242742-8c67-47d7-bb91-a898c3100f82
2026-03-30 22:01:28|JSON_SAVED||1255|60242742-8c67-47d7-bb91-a898c3100f82
2026-03-30 22:01:28|QUESTION_ADVANCE||1256|3aa9bfa2-c6ae-4f33-8d14-6dae7defc69a
2026-03-30 22:01:55|QUESTION_SENT||1256|3aa9bfa2-c6ae-4f33-8d14-6dae7defc69a
2026-03-30 22:03:04|JSON_VERIFIED||1256|3aa9bfa2-c6ae-4f33-8d14-6dae7defc69a
2026-03-30 22:03:04|QUESTION|9|1256|3aa9bfa2-c6ae-4f33-8d14-6dae7defc69a
2026-03-30 22:03:04|JSON_SAVED||1256|3aa9bfa2-c6ae-4f33-8d14-6dae7defc69a
2026-03-30 22:03:04|QUESTION_ADVANCE||1257|396f1370-eb8c-4789-a79b-c28067f5049b
2026-03-30 22:03:43|QUESTION_SENT||1257|396f1370-eb8c-4789-a79b-c28067f5049b
2026-03-30 22:05:12|JSON_VERIFIED||1257|396f1370-eb8c-4789-a79b-c28067f5049b
2026-03-30 22:05:12|QUESTION|10|1257|396f1370-eb8c-4789-a79b-c28067f5049b
2026-03-30 22:05:12|JSON_SAVED||1257|396f1370-eb8c-4789-a79b-c28067f5049b
2026-03-30 22:05:12|QUESTION_ADVANCE||1258|aababeda-90f6-438c-bda8-629a77c0f34a
2026-03-30 22:05:39|QUESTION_SENT||1258|aababeda-90f6-438c-bda8-629a77c0f34a
2026-03-30 22:07:15|JSON_VERIFIED||1258|aababeda-90f6-438c-bda8-629a77c0f34a
2026-03-30 22:07:15|QUESTION|11|1258|aababeda-90f6-438c-bda8-629a77c0f34a
2026-03-30 22:07:15|JSON_SAVED||1258|aababeda-90f6-438c-bda8-629a77c0f34a
2026-03-30 22:07:15|QUESTION_ADVANCE||1259|13c6ad99-0d3a-456d-ab52-e0c505ab5729
2026-03-30 22:07:42|QUESTION_SENT||1259|13c6ad99-0d3a-456d-ab52-e0c505ab5729
2026-03-30 22:09:10|JSON_VERIFY_FAILED||1259|13c6ad99-0d3a-456d-ab52-e0c505ab5729
2026-03-30 22:09:10|QUESTION|12|1259|13c6ad99-0d3a-456d-ab52-e0c505ab5729
2026-03-30 22:09:36|QUESTION_SENT||1259|13c6ad99-0d3a-456d-ab52-e0c505ab5729
2026-03-30 22:10:44|JSON_VERIFIED||1259|13c6ad99-0d3a-456d-ab52-e0c505ab5729
2026-03-30 22:10:44|QUESTION|13|1259|13c6ad99-0d3a-456d-ab52-e0c505ab5729
2026-03-30 22:10:44|JSON_SAVED||1259|13c6ad99-0d3a-456d-ab52-e0c505ab5729
2026-03-30 22:10:44|QUESTION_ADVANCE||1260|df7ea5d5-5164-48a3-aee1-b882e2e047a1
2026-03-30 22:11:11|QUESTION_SENT||1260|df7ea5d5-5164-48a3-aee1-b882e2e047a1
2026-03-30 22:12:46|JSON_VERIFIED||1260|df7ea5d5-5164-48a3-aee1-b882e2e047a1
2026-03-30 22:12:46|QUESTION|14|1260|df7ea5d5-5164-48a3-aee1-b882e2e047a1
2026-03-30 22:12:46|JSON_SAVED||1260|df7ea5d5-5164-48a3-aee1-b882e2e047a1
2026-03-30 22:12:46|QUESTION_ADVANCE||1261|fff69881-db0c-442f-996a-1661d64283a1
2026-03-30 22:13:12|QUESTION_SENT||1261|fff69881-db0c-442f-996a-1661d64283a1
